代理商 (Division),客户,客户名称,渠道分类,客户分类,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales)
温州赫利佳,9100100241,温州白沙刘北村186号朱豹,食杂店,Non-KA,351.84,595.66,300.42,448.87,144.24,,59.48,320.14,,218.38,246.01,777.20,683.67,238.98,,"4,384.89"
温州赫利佳,9100100243,温州钱项路18号,食杂店,Non-KA,,144.24,,,,,,,,,,,,,,144.24
温州赫利佳,9100100244,温州龙亭西路63号,食杂店,Non-KA,,321.00,,,,,,,,,,,,,,321.00
温州赫利佳,9100100247,温州学前街71号林小米,食杂店,Non-KA,364.37,335.66,,261.52,"1,352.54",210.89,314.58,616.25,405.26,590.74,176.97,228.00,,449.58,,"5,306.36"
温州赫利佳,9100100248,温州鲤河中街5961号书信,食杂店,Non-KA,447.38,218.38,359.08,825.60,492.48,433.70,383.53,,,,635.60,777.20,,,,"4,572.95"
温州赫利佳,9100100249,温州曙光北路249号章玉玲,食杂店,Non-KA,,,248.20,,,,,222.50,,986.52,354.22,617.92,35.72,"1,856.28",,"4,321.36"
温州赫利佳,9100100250,温州副食品市场39号肖玉微,批发商,WS,,,,,,,,"4,286.40",,"1,427.52","5,321.20",,,,,"11,035.12"
温州赫利佳,9100100251,温州路口淑青,批发商,WS,,,,,,,,"10,642.40",,"2,143.20",,,921.36,,,"13,706.96"
温州赫利佳,9100100255,温州务垟西路十二小学对面,批发商,WS,,,,,,"4,286.40",,"2,143.20",,"5,321.20",985.44,,,,,"12,736.24"
温州赫利佳,9100100256,温州凤湾村 张志兰,食杂店,Non-KA,478.80,259.83,258.88,967.08,826.00,411.32,411.32,"1,029.32",246.36,325.56,323.14,782.16,72.12,118.96,,"6,510.85"
温州赫利佳,9100100404,温州平阳绿景自选,小型超级市场,Non-KA,447.98,"1,593.79","3,246.81","1,548.51",954.40,"2,613.41","1,290.62","2,044.23",,"2,237.34",978.60,"2,494.66",825.45,922.29,579.46,"21,777.55"
温州赫利佳,9100100405,温州萧江古院路39号,食杂店,Non-KA,742.76,442.32,136.48,201.52,339.60,213.85,"1,140.29",597.16,276.18,324.94,245.74,303.14,109.26,"1,184.20",,"6,257.44"
温州赫利佳,9100101041,温州好客来超市宜山店,小型超级市场,Non-KA,701.16,347.96,176.76,239.12,375.20,71.44,330.10,206.99,,"1,018.93",116.08,542.22,381.66,"2,164.26",,"6,671.88"
温州赫利佳,9100101179,温州钱库美佳宜超市,小型超级市场,Non-KA,321.26,660.34,301.78,94.85,249.04,660.22,33.16,678.02,406.94,586.47,530.91,564.51,,194.62,,"5,282.12"
温州赫利佳,9100101181,温州南新西路8号 洪振福,食杂店,Non-KA,,188.72,,,,,,,,,,,,,,188.72
温州赫利佳,9100101750,温州罗阳云寿路79号,食杂店,Non-KA,,181.39,158.90,,,,,,,,,,,,,340.29
温州赫利佳,9100101751,温州曾文龙,食杂店,Non-KA,215.68,695.08,71.44,,106.64,346.12,,288.48,422.69,71.44,377.28,718.07,288.48,118.96,,"3,720.36"
温州赫利佳,9100101752,温州新农村自选,食杂店,Non-KA,405.76,414.43,199.40,288.76,375.20,162.86,548.52,552.20,,158.90,450.50,542.22,380.16,55.43,,"4,534.34"
温州赫利佳,9100102114,温州新安街97号李勃,食杂店,Non-KA,828.16,997.21,458.28,824.78,610.70,413.53,605.34,357.93,513.06,"1,090.08",366.67,372.24,288.48,238.98,,"7,965.44"
温州赫利佳,9100104342,温州兰花桥路口160号,食杂店,Non-KA,194.78,"1,020.16",887.10,818.76,701.48,576.96,392.32,"1,664.36",233.82,288.48,550.80,"1,662.53",285.76,13.24,,"9,290.55"
温州赫利佳,9100104889,温州万联三魁店,小型超级市场,Non-KA,564.66,235.41,840.18,523.42,410.32,171.18,645.88,618.84,356.98,"1,496.08",71.44,378.80,"1,153.92",238.98,,"7,706.09"
温州赫利佳,9100108515,温州百家兴便利店,小型超级市场,Non-KA,623.22,"1,596.52",506.74,"1,377.68","6,047.44","4,352.05","1,688.56","2,324.33","1,449.99","2,546.28","2,017.08","2,548.75","1,233.91",952.36,,"29,264.91"
温州赫利佳,9100109417,温州好客来超市鲸头店,小型超级市场,Non-KA,,721.92,,,375.20,347.39,,,,,,,,,,"1,444.51"
温州赫利佳,9100109423,温州银佳超市育才店,小型超级市场,Non-KA,,,71.44,,375.20,162.86,,308.48,,142.88,,,35.72,660.72,,"1,757.30"
温州赫利佳,9100109867,温州司前润得超市,小型超级市场,Non-KA,"1,089.71",,566.31,486.34,,"2,466.31",,"1,906.80","1,117.28","1,184.49","1,478.49","2,503.42",993.76,552.36,,"14,345.27"
温州赫利佳,9100109964,温州永华超市（龙港店）,小型超级市场,Non-KA,671.22,,627.00,442.04,268.76,378.80,342.70,317.80,264.44,432.72,951.16,241.02,59.48,238.98,,"5,236.12"
温州赫利佳,9100110136,温州老副食品市场61-63号,批发商,WS,"38,283.20","12,268.80","12,712.00",,"41,698.00","23,242.08","17,145.60","16,850.40",,"20,841.60","12,859.20",,,"4,286.40",,"200,187.28"
温州赫利佳,9100110929,温州迎客来超市金乡店,小型超级市场,Non-KA,,,,,236.24,433.70,588.08,,,,,,,215.68,,"1,473.70"
温州赫利佳,9100117187,温州世纪华联超市（腾蛟店）,小型超级市场,Non-KA,359.92,176.76,276.18,,375.20,,441.30,302.47,,487.61,230.34,326.54,260.16,158.90,,"3,395.38"
温州赫利佳,9100126536,温州黄瑞燕,批发商,WS,,,,,,,,,,"1,789.52","6,356.00",,,,,"8,145.52"
温州赫利佳,9100126765,温州雅阳官口北街37号,批发商,WS,288.48,635.60,,,,,,880.08,,,,59.48,,,,"1,863.64"
温州赫利佳,9100127411,温州盛联超市,小型超级市场,Non-KA,"3,092.03","2,255.83","3,637.95","1,034.26","1,108.90","2,629.55","1,988.21","2,225.38","2,611.27","2,418.27","2,553.61","2,631.54","1,936.31",779.61,,"30,902.72"
温州赫利佳,9100127414,温州苏家爱华望里店,小型超级市场,Non-KA,814.76,"1,629.56","1,296.86","1,175.67",983.50,897.62,"1,436.00",645.82,"1,210.89","1,805.92","1,228.06","2,358.44","1,667.80",452.65,,"17,603.55"
温州赫利佳,9100127423,温州迎客来超市钱库店,小型超级市场,Non-KA,158.90,,,,,,288.48,,,,,,,,,447.38
温州赫利佳,9100128324,温州罗阳世纪华联,小型超级市场,Non-KA,696.60,491.86,82.12,,506.12,447.38,,,165.88,71.44,,388.28,,295.60,,"3,145.28"
温州赫利佳,9100128353,温州敖江阿胜,批发商,WS,"12,712.00","42,146.40","53,212.00","40,500.00","30,607.20","9,048.64","2,463.60",,,"24,537.60",,,,"6,586.08",,"221,813.52"
温州赫利佳,9100128354,温州旺得利（芦浦店）,小型超级市场,Non-KA,,277.86,,,138.96,162.86,,574.24,,801.37,657.28,410.00,683.67,660.28,,"4,366.52"
温州赫利佳,9100128357,温州钱库永华超市,小型超级市场,Non-KA,144.24,752.88,517.76,381.72,144.24,162.86,,203.72,,"1,018.93",116.08,"1,710.00",241.02,82.12,,"5,475.57"
温州赫利佳,9100128360,温州平阳风光批发,批发商,WS,,,"63,560.00",293.39,,,635.60,,,,,,,,,"64,488.99"
温州赫利佳,9100128362,温州金梅超市,小型超级市场,Non-KA,"4,273.82","5,926.22","3,357.70","3,110.68","3,687.45","3,276.12","7,177.70","4,840.76",983.42,"3,220.88","3,490.29","2,500.05",-726.76,"7,092.04",567.33,"52,777.70"
温州赫利佳,9100128363,温州湖前万联超市,食杂店,Non-KA,,,,,,,,158.90,,,,,,,,158.90
温州赫利佳,9100128364,温州金乡鑫盛超市,食杂店,Non-KA,586.86,96.63,407.44,226.36,138.96,162.86,176.76,,,158.90,,288.48,,,,"2,243.25"
温州赫利佳,9100128368,温州利得隆望里南北岙店,食杂店,Non-KA,230.34,,,,188.87,,117.28,206.99,,104.60,174.57,398.57,,,,"1,421.22"
温州赫利佳,9100128370,温州新副食品市场192-196号王加勤,批发商,WS,"31,927.20","12,859.20","10,642.40","14,342.40","21,284.80","33,996.80","29,857.60","42,716.80","2,143.20","39,762.40","6,356.00",,,"19,186.96",,"265,075.76"
温州赫利佳,9100128442,温州龙港南城超市,小型超级市场,Non-KA,599.78,"1,636.52","1,491.40",932.14,71.44,"1,047.67","1,055.52",382.84,283.16,836.84,517.71,"1,408.41",,26.48,,"10,289.91"
温州赫利佳,9100128522,温州马站朝阳路80号柯宗月,批发商,WS,,,,,"2,143.20","7,936.40","11,796.32","8,572.80",,"5,476.00",,,,,,"35,924.72"
温州赫利佳,9100128646,温州顺一超市双台街店,小型超级市场,Non-KA,597.77,882.27,303.14,261.52,117.28,379.62,705.36,281.52,536.82,190.40,200.98,327.13,,64.05,,"4,847.86"
温州赫利佳,9100128648,温州湖前老街79号,食杂店,Non-KA,784.56,549.83,641.98,579.80,307.83,237.98,353.52,242.47,,182.32,354.22,470.01,35.72,158.90,,"4,899.14"
温州赫利佳,9100128649,温州雅阳一佳生活超市,小型超级市场,Non-KA,731.42,,412.44,298.22,624.51,181.33,,509.26,249.24,470.15,673.72,828.88,,291.84,,"5,271.01"
温州赫利佳,9100128650,温州福旺达望里店,小型超级市场,Non-KA,,392.72,763.48,117.28,349.30,602.90,528.60,560.03,303.13,464.90,377.28,312.70,,,,"4,772.32"
温州赫利佳,9100129680,温州桥墩门超市(老店),小型超级市场,Non-KA,"5,884.22","8,125.87","2,419.83","4,119.92","2,933.63","1,793.38","3,098.81","2,153.26",731.41,"2,618.30","3,305.58","1,071.70","10,227.29","5,372.72",,"53,855.92"
