代理商 (Division),客户,客户名称,渠道分类,客户分类,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,RMB,毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales),毛销售 (Gross Sales)
温州名盛,9100474695,温州瓯海区巨溪滩头菜场惠民批发超市,小型超级市场,Non-KA,,,,"1,002.83",,,"3,848.87",,,"1,019.62","1,939.42","1,841.10","1,361.52","1,677.92",,"12,691.28"
温州名盛,9100475472,温州巨溪巨龙东路兴隆超市,小型超级市场,Non-KA,,,,"7,205.67","3,757.69","8,315.56","7,053.32","3,132.67",251.41,"2,256.22","4,287.79","4,717.08","4,865.75","4,519.31",,"50,362.47"
温州名盛,9100475473,温州瓯海区三垟街道溢客便利店,小型超级市场,Non-KA,,,,769.50,,,,,,,,,,,,769.50
温州名盛,9100475474,温州瓯海区三垟街道晓连生鲜超市,小型超级市场,Non-KA,,,,"1,925.63",189.70,"1,007.34",606.28,"3,016.24",26.48,,113.43,204.48,993.68,"2,296.02",,"10,379.28"
温州名盛,9100475475,温州温溪镇处州街大田园超市二店,小型超级市场,Non-KA,,,,"2,054.12","1,188.80","1,377.48",,"2,483.76","1,427.48",20.02,"1,442.40",240.21,"1,374.41","2,017.68",,"13,626.36"
温州名盛,9100476883,温州鹿城区高盈里欧润达超市,小型超级市场,Non-KA,,,,"4,777.53",594.33,"4,471.29","4,921.32","9,374.24","3,070.82","2,123.84","8,007.40","3,763.24","10,791.79","2,322.78",,"54,218.58"
温州名盛,9100476884,温州瓯海区巨溪曹埭生鲜江湖超市,小型超级市场,Non-KA,,,,"3,775.67","2,934.38",657.47,667.28,"4,134.36",,"1,244.24",758.82,"4,736.00","1,209.54","3,280.24",,"23,398.00"
温州名盛,9100481195,温州瓯海区汇豪锦园金瓯生鲜超市,小型超级市场,Non-KA,,,,,"1,137.91",143.83,950.68,362.75,,300.39,141.28,628.91,"1,239.55",871.48,,"5,776.78"
温州名盛,9100481196,温州瓯海区潘桥胜夫日用品店,小型超级市场,Non-KA,,,,,"3,535.00",,,,,,,,,,,"3,535.00"
温州名盛,9100481785,温州瓯海区瞿溪街道鼎盛超市,小型超级市场,Non-KA,,,,,"4,670.63",144.24,202.88,144.24,,"2,828.28","2,691.62","2,143.67","3,278.08","4,360.10",,"20,463.74"
温州名盛,9100487057,温州仰义后京生鲜购物超市,小型超级市场,Non-KA,,,,,,786.06,,,,,,,,,,786.06
温州名盛,9100487185,温州桥下镇发现超市,小型超级市场,Non-KA,,,,,,722.57,,,,,,,,,,722.57
温州名盛,9100492316,温州永嘉县北城街道好惠美生活超市,小型超级市场,Non-KA,,,,,,,311.69,"2,012.95",157.48,"1,108.05","1,233.50","4,028.30","1,081.33","6,225.28",387.96,"16,546.54"
温州名盛,9100495281,温州浙南农副3-121号笑珍糖果杂货店,批发商,WS,,,,,,,"2,143.20","8,572.80",,"19,039.68","15,596.80",,"8,893.20",,,"54,245.68"
温州名盛,9100495282,温州鹿城区酷拉锐生活超市,小型超级市场,Non-KA,,,,,,,241.29,,,144.24,144.24,164.24,,848.28,,"1,542.29"
温州名盛,9100495283,温州仰义澄沙桥36号（叶国批发）,批发商,WS,,,,,,,"2,425.12","2,425.12",,"18,225.44",,"19,068.00","5,641.60",,,"47,785.28"
温州名盛,9100495284,温州仓储基地宏浩百货,批发商,WS,,,,,,,"4,615.68","51,911.81",,"52,769.92","20,176.40","4,286.40","8,499.20","34,736.00",,"176,995.41"
温州名盛,9100495285,温州龙湾区广纳乐芙日用品,批发商,WS,,,,,,,"3,271.52","1,556.96",,"55,065.60","13,733.20",,,,,"73,627.28"
温州名盛,9100495286,温州温州经济技术开发区瓯辉生活超市,小型超级市场,Non-KA,,,,,,,236.07,26.48,,370.60,288.48,508.55,,894.12,,"2,324.30"
温州名盛,9100495287,温州灵昆好友百货店,批发商,WS,,,,,,,857.28,428.64,,428.64,,"7,641.92",,428.64,,"9,785.12"
温州名盛,9100495288,温州永嘉县瓯北街道赵士百货批发,批发商,WS,,,,,,,"2,143.20",,,"2,143.20",,"10,854.40",,,,"15,140.80"
温州名盛,9100495289,温州永嘉县乌牛街道茅楼批发,批发商,WS,,,,,,,"3,178.00","21,284.80",,"7,804.80",,703.68,,,,"32,971.28"
温州名盛,9100495686,温州鹿城区东龙路绿码生鲜超市,小型超级市场,Non-KA,,,,,,,181.82,"1,267.16",,971.78,153.56,,,,,"2,574.32"
温州名盛,9100496200,温州仙岩街道新友生活超市,小型超级市场,Non-KA,,,,,,,135.66,39.73,,144.24,,462.04,,605.16,,"1,386.83"
温州名盛,9100502936,温州状元街道易家盛生鲜超市,小型超级市场,Non-KA,,,,,,,,792.02,447.38,162.10,459.13,563.17,"1,072.54",303.14,,"3,799.48"
温州名盛,9100502937,温州龙湾区石坦乐旺批发超市,小型超级市场,Non-KA,,,,,,,,370.60,,164.77,,288.48,,,,823.85
温州名盛,9100502938,温州丽岙街道锦园食品店,小型超级市场,Non-KA,,,,,,,,456.70,,,,,,,,456.70
温州名盛,9100502939,温州桥头桥一路之标X,批发商,WS,,,,,,,,"3,178.00",,"3,653.84","4,463.92","13,983.20","12,712.00","13,366.93",,"51,357.89"
温州名盛,9100502940,温州老供销凰桥店,小型超级市场,Non-KA,,,,,,,,338.73,,,,288.48,263.20,"1,197.28",,"2,087.69"
温州名盛,9100502941,温州老供销总行店,小型超级市场,Non-KA,,,,,,,,,,"1,417.74",,"1,814.24","2,512.08","3,222.90",,"8,966.96"
温州名盛,9100504886,温州鹿城区百里路水东生鲜超市,小型超级市场,Non-KA,,,,,,,,131.96,,79.45,250.13,626.10,277.28,261.52,,"1,626.44"
温州名盛,9100504887,温州俺爱生鲜超市,小型超级市场,Non-KA,,,,,,,,442.04,,158.90,,35.72,,347.36,,984.02
温州名盛,9100504888,温州梧田蝶媛批发部,批发商,WS,,,,,,,,"1,064.24",,"8,351.04",,"16,318.64","9,854.40","16,660.54",,"52,248.86"
温州名盛,9100504890,温州永嘉县瓯北镇五星大田园超市,小型超级市场,Non-KA,,,,,,,,405.76,266.08,,29.74,703.98,"1,147.16","3,078.16",,"5,630.88"
温州名盛,9100504891,温州桥下镇发到家超市,小型超级市场,Non-KA,,,,,,,,432.72,405.01,"1,122.90",965.79,"1,583.06",783.04,624.64,674.87,"6,592.03"
温州名盛,9100510786,温州唯江贸易有限公司,批发商,WS,,,,,,,,,492.72,"12,558.72","4,038.72","6,356.00","6,356.00","4,585.36",,"34,387.52"
温州名盛,9100515984,温州永嘉县瓯北街道阿禹便利店Q,小型超级市场,Non-KA,,,,,,,,,,298.04,,,855.48,,,"1,153.52"
温州名盛,9100517016,温州鹿城区双屿市场5栋125Q,批发商,WS,,,,,,,,,,"2,764.08","4,927.20","9,854.40",,"12,297.70",,"29,843.38"
温州名盛,9100517017,温州鹿城区仰义锦园圣耀便利店,小型超级市场,Non-KA,,,,,,,,,,421.52,,,,,,421.52
温州名盛,9100517018,温州藤桥小春南货批发,批发商,WS,,,,,,,,,,"5,189.20",,"13,347.60","6,397.44","13,177.30",,"38,111.54"
温州名盛,9100517266,温州瓯海区新南村禽蛋市场1幢2号Q,批发商,WS,,,,,,,,,,"5,624.28",,"9,854.40","9,534.00","13,470.50",,"38,483.18"
温州名盛,9100517475,温州瓯海区潘桥菜场21-22号,批发商,WS,,,,,,,,,,"1,730.88",,"3,178.00","12,091.20","10,102.88",,"27,102.96"
温州名盛,9100518965,温州瓯海区梧田好邻里超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,288.48,226.36,,514.84
温州名盛,9100518966,温州仰义后京中路世纪华联X,小型超级市场,Non-KA,,,,,,,,,,385.26,,214.32,,117.28,,716.86
温州名盛,9100518967,温州VIP Ⅱ鹿城临江姜定月Q,批发商,WS,,,,,,,,,,"6,356.00",,"7,715.52","7,763.36","9,223.28",,"31,058.16"
温州名盛,9100519674,温州 鹿城区东龙路品聚优生鲜超市,小型超级市场,Non-KA,,,,,,,,,,71.44,,389.24,142.88,635.84,,"1,239.40"
温州名盛,9100519675,温州潘桥皎巨路7号信徒Q,批发商,WS,,,,,,,,,,428.64,,"17,251.60","8,262.80","10,717.76",,"36,660.80"
温州名盛,9100519676,温州梅屿华丽批发部Q,批发商,WS,,,,,,,,,,"1,064.24",,"3,178.00",,"11,243.85",,"15,486.09"
温州名盛,9100519677,温州龙湾区海城街道埭头嘉佰士超市Q,小型超级市场,Non-KA,,,,,,,,,,288.48,,"1,318.30","1,101.80",925.06,,"3,633.64"
温州名盛,9100519678,温州桥头镇中林超市X,小型超级市场,Non-KA,,,,,,,,,,82.12,,,303.14,766.16,,"1,151.42"
温州名盛,9100519679,温州多多买菜Q,电商,Online-Local,,,,,,,,,,"3,178.00",,,,,,"3,178.00"
温州名盛,9100522147,温州鹿城区杏花路美润汇生鲜超市,小型超级市场,Non-KA,,,,,,,,,,,144.24,117.28,,,,261.52
温州名盛,9100522149,温州仰义前京嘉润生活超市Q,小型超级市场,Non-KA,,,,,,,,,,,432.72,133.04,426.08,"1,227.74",,"2,219.58"
温州名盛,9100522150,温州七都镇吟州村  梁炳娟便利店,小型超级市场,Non-KA,,,,,,,,,,,317.80,,230.34,418.80,,966.94
温州名盛,9100522151,温州瓯北双塔路森活之家X,小型超级市场,Non-KA,,,,,,,,,,,"1,052.54","2,437.32",562.02,"1,261.00",,"5,312.88"
温州名盛,9100525719,温州鹿城区三期丰门街道佰进员工超市Q,小型超级市场,Non-KA,,,,,,,,,,,392.13,,,500.92,,893.05
温州名盛,9100525720,温州 瓯海区古岸头有谊超市Q,小型超级市场,Non-KA,,,,,,,,,,,288.48,573.30,,418.80,,"1,280.58"
温州名盛,9100525721,温州娄桥街道社叶好管家生活超市Q,小型超级市场,Non-KA,,,,,,,,,,,144.24,,854.36,,,998.60
温州名盛,9100525722,温州茶山街道西邻便利店Q,小型超级市场,Non-KA,,,,,,,,,,,144.24,,,,,144.24
温州名盛,9100525723,温州桥下镇大农夫生鲜超市,小型超级市场,Non-KA,,,,,,,,,,,308.48,618.61,158.90,"2,037.36",,"3,123.35"
温州名盛,9100525724,温州永嘉县桥下镇丽丽超市,小型超级市场,Non-KA,,,,,,,,,,,235.68,,,158.90,,394.58
温州名盛,9100526512,温州龙湾永中度山东太超市Q,小型超级市场,Non-KA,,,,,,,,,,,493.54,144.24,711.76,"1,264.72",,"2,614.26"
温州名盛,9100526513,温州洞头区东屏街道好惠购超市Q,小型超级市场,Non-KA,,,,,,,,,,,"1,616.98",,317.80,239.09,,"2,173.87"
温州名盛,9100526743,温州鹿城区藤桥迦南美地超市Q,小型超级市场,Non-KA,,,,,,,,,,,635.60,,,,,635.60
温州名盛,9100526744,温州瓯北街道好又购超市2店X,小型超级市场,Non-KA,,,,,,,,,,,749.16,,,,,749.16
温州名盛,9100527296,温州Ⅱ高翔阿燕批发X,批发商,WS,,,,,,,,,,,428.64,"2,678.56",635.60,"6,735.25",,"10,478.05"
温州名盛,9100527297,温州滨海开发区喜优美二店Q,小型超级市场,Non-KA,,,,,,,,,,,667.28,288.48,425.31,144.24,,"1,525.31"
温州名盛,9100527298,温州 瓯海区茶山街道伊迦便利店,小型超级市场,Non-KA,,,,,,,,,,,12.02,,750.52,380.48,,"1,143.02"
温州名盛,9100527299,温州丽岙中路萍萍X,小型超级市场,Non-KA,,,,,,,,,,,635.60,,,,,635.60
温州名盛,9100527300,温州永嘉县瓯北镇君君日用百货店,小型超级市场,Non-KA,,,,,,,,,,,288.48,,,,,288.48
温州名盛,9100535773,温州浙南农副2-47号洁保妇幼用品Q,批发商,WS,,,,,,,,,,,,428.64,"8,572.80","17,145.60",,"26,147.04"
温州名盛,9100535774,温州鹿城区五马炎 世纪华联X,小型超级市场,Non-KA,,,,,,,,,,,,71.44,230.34,838.96,144.24,"1,284.98"
温州名盛,9100535775,温州(联合分开开单)飞霞南路欧润达超市二店(换单)(连锁)Q,小型超级市场,Non-KA,,,,,,,,,,,,287.12,405.76,261.52,144.24,"1,098.64"
温州名盛,9100535776,温州鹿城区三期世纪华联(鼓山店)Q,小型超级市场,Non-KA,,,,,,,,,,,,164.24,,226.36,,390.60
温州名盛,9100535777,温州 鹿城区滨江街道永瑞生鲜超市Q,小型超级市场,Non-KA,,,,,,,,,,,,82.12,,,,82.12
温州名盛,9100535778,温州蒲州街道尚城超市Q,小型超级市场,Non-KA,,,,,,,,,,,,288.48,144.24,406.00,,838.72
温州名盛,9100535779,温州龙湾滨海东太超市三店Q,小型超级市场,Non-KA,,,,,,,,,,,,303.14,449.72,691.00,,"1,443.86"
温州名盛,9100535780,温州洞头县北岙 友谊副食品店X,批发商,WS,,,,,,,,,,,,"1,064.24",,,,"1,064.24"
温州名盛,9100535781,温州头区北岙街道群主家便利店X,小型超级市场,Non-KA,,,,,,,,,,,,230.34,,,,230.34
温州名盛,9100535782,温州鹿城区七都街道岛上便利店X,小型超级市场,Non-KA,,,,,,,,,,,,158.90,,,,158.90
温州名盛,9100535783,温州永嘉县林垟大田园Q,小型超级市场,Non-KA,,,,,,,,,,,,144.24,117.28,609.48,,871.00
温州名盛,9100535784,温州永嘉县上塘镇浦东超市X,小型超级市场,Non-KA,,,,,,,,,,,,656.54,,,,656.54
温州名盛,9100535785,温州永嘉县上塘镇楠盛超市Q,小型超级市场,Non-KA,,,,,,,,,,,,158.90,,,,158.90
温州名盛,9100536357,温州仰义喜购超市(岩门店)Q,小型超级市场,Non-KA,,,,,,,,,,,,"1,175.74",,,,"1,175.74"
温州名盛,9100536358,温州永嘉县岩头镇生鲜超市Q,小型超级市场,Non-KA,,,,,,,,,,,,118.96,738.22,288.48,378.80,"1,524.46"
温州名盛,9100536359,温州永嘉县巽宅金丰批发超市X,小型超级市场,Non-KA,,,,,,,,,,,,317.80,,635.60,,953.40
温州名盛,9100537042,温州鹿城区安澜小区东一超市Q,小型超级市场,Non-KA,,,,,,,,,,,,288.48,,158.90,,447.38
温州名盛,9100537043,温州鹿城区八仙楼小区拾在小铺X,小型超级市场,Non-KA,,,,,,,,,,,,230.34,,347.36,,577.70
温州名盛,9100537044,温州鹿城区黎明西路乐邻超市X,小型超级市场,Non-KA,,,,,,,,,,,,158.90,,,,158.90
温州名盛,9100537045,温州鹿城区大南孙丽丽便利店Q,小型超级市场,Non-KA,,,,,,,,,,,,374.58,,,,374.58
温州名盛,9100537046,温州仰义前京黄牛山超市X,小型超级市场,Non-KA,,,,,,,,,,,,567.96,,,,567.96
温州名盛,9100537047,温州浦东清荣便利店X,小型超级市场,Non-KA,,,,,,,,,,,,58.64,,,,58.64
温州名盛,9100537048,温州龙湾滨海开发区喜优美三店(连锁)Q,批发商,Non-KA,,,,,,,,,,,,312.46,"1,075.40","1,263.22",,"2,651.08"
温州名盛,9100537049,温州洞头区灵昆 晨业便利店 X,批发商,Non-KA,,,,,,,,,,,,71.44,82.12,71.44,,225.00
温州名盛,9100537050,温州灵昆东大批发超市Q,批发商,Non-KA,,,,,,,,,,,,604.80,748.04,608.88,,"1,961.72"
温州名盛,9100537051,温州永嘉中塘 盛丰批发超市X,批发商,Non-KA,,,,,,,,,,,,82.12,,,,82.12
温州名盛,9100537052,温州永嘉县上塘镇 34号便利店X,批发商,Non-KA,,,,,,,,,,,,317.80,,,,317.80
温州名盛,9100537053,温州永嘉县桥下镇德盛嘉园银来自选X,批发商,Non-KA,,,,,,,,,,,,317.80,,,,317.80
温州名盛,9100542256,温州龙湾区海城街道世纪华联生鲜超市,小型超级市场,Non-KA,,,,,,,,,,,,,332.44,,,332.44
温州名盛,9100542257,温州永嘉县桥头镇义平副食品店,小型超级市场,Non-KA,,,,,,,,,,,,,635.60,,,635.60
温州名盛,9100542258,温州永嘉县桥头镇清云副食,小型超级市场,Non-KA,,,,,,,,,,,,,428.64,,,428.64
温州名盛,9100543131,温州瓯海区巨溪上海如海超市,小型超级市场,Non-KA,,,,,,,,,,,,,605.45,"1,250.28",,"1,855.73"
温州名盛,9100543132,温州龙湾区永兴街道万家福超市,小型超级市场,Non-KA,,,,,,,,,,,,,575.22,,,575.22
温州名盛,9100547123,鹿城区人民路江原春生鲜超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,695.86,488.96,,"1,184.82"
温州名盛,9100547124,鹿城区丰门街道林清便利店X,小型超级市场,Non-KA,,,,,,,,,,,,,525.42,,,525.42
温州名盛,9100547125,鹿城区藤桥镇岭下村以勒超市X,小型超级市场,Non-KA,,,,,,,,,,,,,634.74,,,634.74
温州名盛,9100547126,鹿城区藤桥镇豪客来超市X,小型超级市场,Non-KA,,,,,,,,,,,,,542.30,418.80,,961.10
温州名盛,9100547127,瓯海区巨溪古乐超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,614.00,,,614.00
温州名盛,9100547128,娄桥河庄世纪华联超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,573.37,,,573.37
温州名盛,9100547129,龙湾区罗东街乐享超市X,小型超级市场,Non-KA,,,,,,,,,,,,,561.14,,,561.14
温州名盛,9100547130,护士学校)Q,小型超级市场,Non-KA,,,,,,,,,,,,,580.34,,,580.34
温州名盛,9100547131,龙湾区瑶溪街道黄山村 名购批发超市 X,小型超级市场,Non-KA,,,,,,,,,,,,,574.73,,,574.73
温州名盛,9100547132,永中街道永上路华泰超市X,小型超级市场,Non-KA,,,,,,,,,,,,,613.28,766.16,,"1,379.44"
温州名盛,9100547133,(星期日不收货)(联合分开开单)龙湾滨海开发区贝诺尔二店(连,小型超级市场,Non-KA,,,,,,,,,,,,,540.99,585.21,,"1,126.20"
温州名盛,9100547134,龙湾区滨海优佳生鲜超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,556.61,812.00,,"1,368.61"
温州名盛,9100547135,龙湾沙城街道佳选超市X,小型超级市场,Non-KA,,,,,,,,,,,,,573.79,565.74,,"1,139.53"
温州名盛,9100547136,洞头区瓯江口产业集聚区灵昆士功副食品店Q,小型超级市场,Non-KA,,,,,,,,,,,,,509.26,881.50,,"1,390.76"
温州名盛,9100547137,洞头北岙益品便利店 X,小型超级市场,Non-KA,,,,,,,,,,,,,575.82,,,575.82
温州名盛,9100547138,南白象街道金竹村联结福超市X,小型超级市场,Non-KA,,,,,,,,,,,,,602.04,,,602.04
温州名盛,9100547139,永嘉县桥下镇梅岙供销Q,小型超级市场,Non-KA,,,,,,,,,,,,,561.53,144.24,,705.77
温州名盛,9100547140,老供销站西店Q,小型超级市场,Non-KA,,,,,,,,,,,,,524.58,524.12,,"1,048.70"
温州名盛,9100547735,温州 鹿城区府前街义乌小商品Q,小型超级市场,Non-KA,,,,,,,,,,,,,587.32,,,587.32
温州名盛,9100547736,温州鹿城区新城 全家福超市(南仙店) Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,383.08,,920.97
温州名盛,9100547737,温州瓯海区经济开发区东方路德隆超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100547738,温州NF(订单和回单都要签字)梧田塘西村如海超市<回单盖章>Q,小型超级市场,Non-KA,,,,,,,,,,,,,587.32,,,587.32
温州名盛,9100547739,温州鹿城区嵇师二期福联超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,588.29,,,588.29
温州名盛,9100547740,温州鹿城区双屿二期翠翠便利店X,小型超级市场,Non-KA,,,,,,,,,,,,,587.32,,,587.32
温州名盛,9100547741,温州鹿城区鞋都二期百客全超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100547742,温州剑峰批发超市X,小型超级市场,Non-KA,,,,,,,,,,,,,555.65,,,555.65
温州名盛,9100547743,温州瓯海区瞿溪街道佰特利超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100547744,温州瓯海区任桥舒尚超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,587.32,,,587.32
温州名盛,9100547745,温州暂停发货）瓯海区娄桥铱一超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100547746,温州 娄桥安下村联丰超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100547747,温州龙湾区金海一道金海购物中心Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100547748,温州金竹统e省购物X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100547749,温州仙岩工业区永商联华超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100547750,温州永嘉县瓯北镇七号农超超市(换单)Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100547751,温州永嘉县上塘镇百德生鲜超市二店Q,小型超级市场,Non-KA,,,,,,,,,,,,,587.32,,208.17,795.49
温州名盛,9100547752,温州永嘉县桥下镇埠头盛丰超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,158.90,,696.79
温州名盛,9100547753,温州桥下镇三叶草超市X,小型超级市场,Non-KA,,,,,,,,,,,,,518.15,694.72,,"1,212.87"
温州名盛,9100547754,温州老供销梧田店Q,小型超级市场,Non-KA,,,,,,,,,,,,,772.46,,,772.46
温州名盛,9100547755,温州老供销黄屿店Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,506.54,,"1,044.43"
温州名盛,9100547756,温州老供销区府店Q,小型超级市场,Non-KA,,,,,,,,,,,,,518.15,872.92,,"1,391.07"
温州名盛,9100547757,温州老供销源口店Q,小型超级市场,Non-KA,,,,,,,,,,,,,613.74,,,613.74
温州名盛,9100547758,温州老供销望海店X,小型超级市场,Non-KA,,,,,,,,,,,,,581.53,"1,042.84",,"1,624.37"
温州名盛,9100548151,温州鹿城区幸福批发超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,82.12,,620.01
温州名盛,9100548152,温州瓯海区郭溪美名超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100548153,温州鹿城区和润万家超市 Q,小型超级市场,Non-KA,,,,,,,,,,,,,581.53,,,581.53
温州名盛,9100548154,温州永嘉县上塘镇日用百货X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100548155,温州桥下欧联购物超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,900.82,,"1,438.71"
温州名盛,9100548156,温州永嘉县桥头镇张荷枝副食品店X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549735,温州鹿城区东信大楼乐邻便利店X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549736,温州鹿城区葡萄棚路方达嘉园便利店Q,小型超级市场,Non-KA,,,,,,,,,,,,,516.04,,,516.04
温州名盛,9100549737,温州瓯海区梧田月乐街老供销便利店X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549738,温州藤桥戍浦 胜海超市X,小型超级市场,Non-KA,,,,,,,,,,,,,82.12,,,82.12
温州名盛,9100549739,温州 瓯海区景山 丰乐自选X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,406.00,276.18,"1,220.07"
温州名盛,9100549740,温州瓯海区娄桥上汇生活超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549741,温州娄桥家选平价超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549742,温州龙湾区飞云江路世纪华联超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549743,温州状元龙腾路阿巧批发超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549744,温州华盖山 欧润达超市（菜小站店）Q,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,321.76,380.48,"1,240.13"
温州名盛,9100549745,温州永嘉县瓯北镇珠岙 天天乐超市 X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549746,温州永嘉上塘三江 欧联超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549747,温州永嘉县上塘东城街道榕江超市(原林玲华)X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,317.80,,855.69
温州名盛,9100549748,温州永嘉县沙头镇1939超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549749,温州 永嘉县上塘卢元照副食X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,261.52,,799.41
温州名盛,9100549750,温州 永嘉县上塘镇胡小春日用X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549751,温州永嘉县桥下镇世纪华联超市X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,,,537.89
温州名盛,9100549752,温州永嘉县桥头镇云清百货店X,小型超级市场,Non-KA,,,,,,,,,,,,,537.89,71.44,,609.33
温州名盛,9100549753,温州永嘉县桥下镇家乐超市X,小型超级市场,Non-KA,,,,,,,,,,,,,510.93,"1,066.66",,"1,577.59"
温州名盛,9100549755,温州老供销高铁店Q,小型超级市场,Non-KA,,,,,,,,,,,,,701.02,,,701.02
温州名盛,9100549756,温州老供销瞿溪店Q,小型超级市场,Non-KA,,,,,,,,,,,,,613.74,,,613.74
温州名盛,9100557611,温州鹿城区南郊街道邻邻七便利店X,小型超级市场,Non-KA,,,,,,,,,,,,,,895.93,,895.93
温州名盛,9100557612,温州梧田大堡底天天购超市(原吉多宝)Q,小型超级市场,Non-KA,,,,,,,,,,,,,,303.14,,303.14
温州名盛,9100557613,温州藤桥镇青藤阿威便利店X,小型超级市场,Non-KA,,,,,,,,,,,,,,347.62,,347.62
温州名盛,9100557614,温州郭溪宋岙老实人超市 24Q,小型超级市场,Non-KA,,,,,,,,,,,,,,496.08,,496.08
温州名盛,9100557615,温州巨溪依圣超市Q,小型超级市场,Non-KA,,,,,,,,,,,,,,897.62,,897.62
温州名盛,9100557616,温州娄桥快乐购超市中庚店<回单盖章>(连锁)Q,小型超级市场,Non-KA,,,,,,,,,,,,,,981.27,,981.27
温州名盛,9100557617,温州娄桥拾光小屋X,小型超级市场,Non-KA,,,,,,,,,,,,,,724.66,,724.66
温州名盛,9100557618,温州广播电视传媒集团Q,电商,Online-BTC,,,,,,,,,,,,,,"100,964.00",,"100,964.00"
温州名盛,9100559326,温州永嘉县桥头镇会勤副食X,小型超级市场,Non-KA,,,,,,,,,,,,,,230.34,,230.34
温州名盛,9100559327,温州桥头镇八哥烟酒行X,小型超级市场,Non-KA,,,,,,,,,,,,,,456.70,,456.70
乐清虹日,9100027822,温州乐清燕林,食杂店,Non-KA,,276.18,,"1,733.76",288.48,203.72,357.94,"2,152.00",303.14,203.72,889.42,144.24,785.54,"1,392.88",,"8,731.02"
乐清虹日,9100027823,温州虹桥阿霞日用品,其他,Others,,,,,,414.83,,,,,,,,,,414.83
乐清虹日,9100027824,温州鑫鑫百货,食杂店,Non-KA,670.76,362.62,,,,,,,,,,,,,,"1,033.38"
乐清虹日,9100027826,温州虹桥综合市场5号,批发商,WS,"64,174.80","72,427.20","106,424.00","84,992.00","84,992.00","62,346.48","35,937.60","85,026.40","49,088.80","48,960.00","54,823.20",,,,,"749,192.48"
乐清虹日,9100027829,温州柳市文丰百货,批发商,WS,"34,617.60","92,555.20","86,509.60","80,375.20","89,227.20","97,823.20","79,474.20","64,581.66","44,639.20","59,932.80","115,823.20",,,,,"845,559.06"
乐清虹日,9100027863,温州石帆朴湖申友超市,小型超级市场,Non-KA,"1,203.72",737.20,,"1,882.07",312.46,130.92,,59.48,176.76,285.84,288.48,670.23,615.60,625.85,,"6,988.61"
